doc_code	item_id	title	snippet	text_url	enhanced_url
hojin_aramashi_2025	s009	表紙・活用に当たっての留意事項・目次	[page 1] 申告書作成上の留意点 令和７年10月 国税庁 (法人番号：7000012050002) [page 2] 活用に当たっての留意事項 【法人税等各種別表関係】 〇 この申告書作成上の留意点は、法人税申告書の作成に当たり、誤…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/hojin_aramashi_2025/s009.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s009.html
hojin_aramashi_2025	s010	別表一 各事業年度の所得に係る申告書−内国法人の分	[page 1] 別表一 記載要領 「各事業年度の所得に係る申告書－内国法人の分(確定申告又は仮決算による中間申告の場合)」 はこちら 「法人名」 「※税務署処理欄」 法第2条第29号の2｟定義｠に規定す 原則として記載する必要はありませ…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/hojin_aramashi_2025/s010.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s010.html
hojin_aramashi_2025	s011	別表二 同族会社等の判定に関する明細書	[page 1] 別表二 記載要領 「同族会社等の判定に関する明細書」 はこちら 「期末現在の議決権の総数4」、「(20)と(22)の上位3順位の議決 「期末現在の発行済株式の総数又は出資の総額1」 「特定同族会社の判定」 権の数5」、「…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/hojin_aramashi_2025/s011.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s011.html
hojin_aramashi_2025	s012	別表三(一) 特定同族会社の留保金額に対する税額の計算に関する明細書	[page 1] 別表三(一) 記載要領 ｢特定同族会社の留保金額に対する税額の計算に関する明細書」 はこちら この別表は、別表二の「判定結果18」において「特定同族会社」に該当する法人が、法第67条第1項｟特定同族 会社の特別税率｠の規…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/hojin_aramashi_2025/s012.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s012.html
hojin_aramashi_2025	s013	別表三(一)付表一 特定同族会社の留保金額から控除する留保控除額の計算に関する明細書	[page 1] 別表三(一)付表一 記載要領 ｢特定同族会社の留保金額から控除する留保控除額の計算に関する明細書」 はこちら 「適格合併等により増加した利益積立金額4」 適格合併若しくは適格分割型分割により被 合併法人若しくは分割法人か…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/hojin_aramashi_2025/s013.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s013.html
hojin_aramashi_2025	s014-part-01	別表四 所得の金額の計算に関する明細書 (part 1/3)	[page 1] 別表四 記載要領 ｢所得の金額の計算に関する明細書｣「1」～「6」欄 はこちら この別表は、損益計算書に掲げた当期利益の額又は当期欠損の額を基として、いわゆる申告調整により税務上の所得金額若しくは欠損金額又は留保金額を計…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/hojin_aramashi_2025/s014-part-01.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s014-part-01.html
hojin_aramashi_2025	s014-part-02	別表四 所得の金額の計算に関する明細書 (part 2/3)	「残余財産の確定の日の属する事業年度に係る事業税及び特別法人事業税の損金算入額 51」 当期が残余財産の確定の日の属する事業年度である場合に、法第62条の5第5項｟現物 分配による資産の譲渡｠の規定により損金の額に算入される事業税及び特別…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/hojin_aramashi_2025/s014-part-02.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s014-part-02.html
hojin_aramashi_2025	s014-part-03	別表四 所得の金額の計算に関する明細書 (part 3/3)	仮 計 23 △12,000千 △12,000千 差 引 合 計 額 31 0千 8,356千 9,864千 1,508千 ※ 別表五(一)｢④｣欄において、期末の貸借対照表に計上された科目は調整されます。 19 [page 11] ● …	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/hojin_aramashi_2025/s014-part-03.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s014-part-03.html
hojin_aramashi_2025	s015	別表五(一) 利益積立金額及び資本金等の額の計算に関する明細書	[page 1] 別表五(一) 記載要領 「利益積立金額及び資本金等の額の計算に関する明細書」 はこちら 「期首現在利益積立金額①」 原則として、前期分のこの別表の「差引翌期首現在利益積立金額④ 」の各欄の金額(更正又は決定があった場合に…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/hojin_aramashi_2025/s015.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s015.html
hojin_aramashi_2025	s016	別表五(一)付表 種類資本金額の計算に関する明細書	[page 1] 別表五(一)付表 記載要領 「種類資本金額の計算に関する明細書」 はこちら この別表は、2以上の種類の株式又は出資を発行している 法人が令第8条第3項｟資本金等の額｠に規定する種類資本 金額を計算するために使用します。 …	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/hojin_aramashi_2025/s016.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s016.html
