doc_code	item_id	title	snippet	text_url	enhanced_url
gensen_aramashi_2026	s019	給与所得、退職所得等の所得税徴収高計算書（納付書）の記載例 令和７年１月からの申告書等の控えへの収受日付印の押なつ 令和８年９月下旬以降の所得税徴収高計算書（納付書）の様式変更	[page 1] ◉ 給与所得・退職所得等の所得税徴収高計算書（納付書）の記載例（一般の 源泉徴収義務者の場合） ＜納付する税額がある場合＞ ⑴ 令和８年７月25日に令和８年７月分の給料を支払い、その支給人員は38 人、支給額（税込）は…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/gensen_aramashi_2026/s019.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/gensen_aramashi_2026/s019.html
gensen_aramashi_2026	s020	お知らせ	[page 1] ｅ‐Ｔａｘを利用して源泉所得税が納付できます！ 国税電子申告・納税システム（e-Tax）による納付手続は次のとおりです。 ごご利利用用開開始始ままででのの流流れれ （e-Taxソフト（WEB版）を利用する場合） ※ e-…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/gensen_aramashi_2026/s020.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/gensen_aramashi_2026/s020.html
hojin_aramashi_2025	s001	表紙・活用に当たっての留意事項・目次	[page 1] 法人税のあらましと申告の手引 令和７年10月 国税庁 （法人番号：7000012050002） [page 2] 活用に当たっての留意事項 ○ この「法人税のあらましと申告の手引」(以下「手引」といいます。)は、令和7年…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/hojin_aramashi_2025/s001.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s001.html
hojin_aramashi_2025	s002	１ 法人税の基本的な仕組み	[page 1] １ 法人税の基本的な仕組み ⑴ 法人税の仕組み ⑵ 納税義務者 ⑶ 課税所得の範囲 ⑷ 税率 ⑸ 事業年度 ⑹ 納税地 ⑺ 青色申告 ⑻ 帳簿書類の保存 [page 2] ⑴ 法人税の仕組み ○ 法人税は、法人の企業活動…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/hojin_aramashi_2025/s002.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s002.html
hojin_aramashi_2025	s003	２ 申告の種類と内容	[page 1] ２ 申告の種類と内容 ⑴ 確定申告 ⑵ 中間申告 [page 2] ⑴ 確定申告 【確定申告とは】 ○ 内国法人は、事業年度が終了した後に決算を行い、株主総会等の承認を受け、その承認を受けた決算(確定決算)に基づい て所…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/hojin_aramashi_2025/s003.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s003.html
hojin_aramashi_2025	s004	３ 地方法人税	[page 1] ３ 地方法人税 ⑴ 納税義務者及び税額の計算 ⑵ 申告及び納付 ⑶ 申告書の様式 [page 2] ⑴ 納税義務者及び税額の計算 ○ 法人税を納める義務がある法人は、地方法人税を納める義務があります。地方法人税の額は、各…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/hojin_aramashi_2025/s004.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s004.html
hojin_aramashi_2025	s005-part-01	４ 申告書の作成 (part 1/2)	[page 1] ４ 申告書の作成 ⑴ 法人税申告書とは ⑵ 法人税申告書の基本的な仕組みと記載の順序 ⑶ e-Tax(国税電子申告・納税システム) [page 2] ⑴ 法人税申告書とは ○ 法人税申告書及びこれに添付する明細書(別表)…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/hojin_aramashi_2025/s005-part-01.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s005-part-01.html
hojin_aramashi_2025	s005-part-02	４ 申告書の作成 (part 2/2)	788,750 750,000 38,750 [page 15] ⑵ 法人税申告書の基本的な仕組みと記載の順序 【別表七(一)】 ⑨ 別表七(一)…欠損金の損金算入額を計算 この明細書は、法人が、当期に欠損金額を生じ た場合に、その欠損金…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/hojin_aramashi_2025/s005-part-02.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s005-part-02.html
hojin_aramashi_2025	s006	５ 適用額明細書	[page 1] ５ 適用額明細書 ○ 平成22年度税制改正において、租税特別措置に関し、適用の実態を把握するための調査及びその結果の国会への報告等の 措置を定めることにより、適用の状況の透明化を図るとともに、適宜、適切な見直しを推進し、…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/hojin_aramashi_2025/s006.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s006.html
hojin_aramashi_2025	s007	６ 納付の方法	[page 1] ６ 納付の方法 ○ 納付手続は、次のとおり様々な方法がありますので、ご自身で選択し、手続を行ってください。 【納税に関する総合案内】 特に、自宅やオフィスからスマホ・PCでいつでも納付ができ、現金不要で手間いらずの「キャ…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/hojin_aramashi_2025/s007.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/hojin_aramashi_2025/s007.html
