doc_code	item_id	title	snippet	text_url	enhanced_url
gensen_aramashi_2026	s013-part-04	第10 非居住者又は外国法人に支払う所得の源泉徴収事務 (part 4/10)	を外国金融商品取引清算機関が負担した場合に、その国内の金融機関 等に対して預託する一定の証拠金につき、その外国金融商品取引清算 機関が支払を受ける利子（非課税適用申告書や更新申告書を提出する など一定の要件を満たす必要があります。）（措法…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/gensen_aramashi_2026/s013-part-04.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/gensen_aramashi_2026/s013-part-04.html
gensen_aramashi_2026	s013-part-05	第10 非居住者又は外国法人に支払う所得の源泉徴収事務 (part 5/10)	（以下「日台民間取決め」といいます。）及びその内容を日本国内で実施するた めの法令（外国居住者等所得相互免除法等）によって、全体として租税条約に −295− [page 26] 相当する枠組みが構築されています。 したがって、台湾に住所を…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/gensen_aramashi_2026/s013-part-05.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/gensen_aramashi_2026/s013-part-05.html
gensen_aramashi_2026	s013-part-06	第10 非居住者又は外国法人に支払う所得の源泉徴収事務 (part 6/10)	非居住者が、次に掲げるような者を伴って国内で自己の役務の提供をした 場合に支払われる報酬は、個人の人的役務の対価（十二号所得）に該当しま す（所基通161−21）。 ① 弁護士、公認会計士等の自由職業者の事務補助者 ② 映画又は演劇の俳優…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/gensen_aramashi_2026/s013-part-06.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/gensen_aramashi_2026/s013-part-06.html
gensen_aramashi_2026	s013-part-07	第10 非居住者又は外国法人に支払う所得の源泉徴収事務 (part 7/10)	収税率の特例制度 配当等については、多くの租税条約で 非居住者等が支払を受けるべき上場 は源泉地国と居住地国の双方で課税で 株式等の配当等については、15.315％ きる旨を規定しています。 の源泉徴収税率が適用されることとさ また、一定…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/gensen_aramashi_2026/s013-part-07.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/gensen_aramashi_2026/s013-part-07.html
gensen_aramashi_2026	s013-part-08	第10 非居住者又は外国法人に支払う所得の源泉徴収事務 (part 8/10)	国内法では、給与等の人的役務の提供に対する報酬等については、原則 として、国内において役務の提供が行われたものを国内源泉所得として源 泉徴収をすることとされています。 これに対し租税条約では、人的役務の提供による報酬等を、給料等の雇 用契…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/gensen_aramashi_2026/s013-part-08.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/gensen_aramashi_2026/s013-part-08.html
gensen_aramashi_2026	s013-part-09	第10 非居住者又は外国法人に支払う所得の源泉徴収事務 (part 9/10)	−320− [page 51] 国 内 法 に よ る 取 扱 い 租 税 条 約 に よ る 取 扱 い あ る場合を除き、給与等の場合と同様 す。）（外国居住者等所得相互免除法 です（315ページの２⑴【算式】を参 20①③）。 照し…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/gensen_aramashi_2026/s013-part-09.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/gensen_aramashi_2026/s013-part-09.html
gensen_aramashi_2026	s013-part-10	第10 非居住者又は外国法人に支払う所得の源泉徴収事務 (part 10/10)	ア ル メ ニ ア 共 和 国 ５ 5（免税） ５ 融資等は免税。割引  （注５） 債の償還差益を含む。 ※１ ※２ ※１ 政府等受取、間 接融資等は免税。 割引債の償還差益 イ ス ラ エ ル 国 10 15（５） 10 を含む。 ※…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/gensen_aramashi_2026/s013-part-10.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/gensen_aramashi_2026/s013-part-10.html
gensen_aramashi_2026	s014	第11 源泉徴収票及び支払調書の提出	[page 1] 第11 源泉徴収票及び支払調書の提出 給与や退職手当、原稿料、外交員の報酬などの支払者は、その支払の明細を 記載した源泉徴収票や支払調書（以下「法定調書」といいます。）を一定の期 限までに税務署長に提出しなければなりませ…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/gensen_aramashi_2026/s014.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/gensen_aramashi_2026/s014.html
gensen_aramashi_2026	s015	第12 災害被害者に対する救済	[page 1] 第12 災害被害者に対する救済 給与、公的年金等、報酬若しくは料金の支払を受ける人又はこれら源泉徴収 の対象となる所得の支払をする者（源泉徴収義務者）が震災、風水害、落雷、 火災のような災害により大きな被害を受けたときは…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/gensen_aramashi_2026/s015.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/gensen_aramashi_2026/s015.html
gensen_aramashi_2026	s016	第13 給与所得者の確定申告	[page 1] 第13 給与所得者の確定申告 Ⅰ 給与所得者が確定申告を必要とする場合 給与所得者については、原則として給与の支払者の下で年末調整が行われ、 これによって、その年に源泉徴収された税額と納付すべき年税額との過不足 額が精算…	https://jplawdb.github.io/html-preview/ai-nta-guide-db/text/gensen_aramashi_2026/s016.txt	https://jplawdb.github.io/html-preview/ai-nta-guide-db/enhanced/gensen_aramashi_2026/s016.html
